,County,Doctorate M,Professional M,Masters M,Bachelor M,Associate M,Some College M,High School M,Some HS M,Less than HS M,None M
1364,18419,0.718%,1.568%,4.442%,16.003%,7.446%,15.676%,45.983%,6.532%,1.372%,0.261%
1365,18421,0.444%,1.498%,2.607%,12.257%,8.264%,16.528%,46.866%,7.044%,3.661%,0.832%
1366,18430,50.000%,0.000%,0.000000%,0.000000%,0.000000%,11.614335%,8.760923%,0.000000%,30.315023%,21.682740%
1367,18441,3.297%,0.000%,5.495%,10.989%,80.220%,0.000%,25.000000%,0.000%,0.000%,25.000%
1368,18446,0.319%,1.036%,4.223%,9.402%,6.375%,14.900%,49.960%,11.633%,0.558%,1.594%
1369,18465,2.570%,0.214%,10.064%,11.135%,5.996%,19.700%,36.617%,11.563%,1.927%,0.214%
1370,18470,0.900%,0.643%,4.499%,14.781%,8.997%,16.967%,42.416%,8.226%,2.571%,21.200000%
1371,18623,0.108%,3.688%,6.508%,5.748%,15.944%,50.217%,15.184%,1.735%,0.868%,8.737864%
1372,18630,0.267%,0.267%,1.426%,8.824%,4.100%,12.210%,56.150%,12.389%,4.189%,0.178%
1373,18801,1.447%,0.586%,5.134%,11.096%,8.925%,16.299%,47.450%,7.305%,1.275%,0.482%
1374,18812,0.913%,1.522%,5.175%,14.460%,11.872%,17.352%,39.574%,8.676%,0.457%,0.000%
1375,18816,10.870%,15.217%,10.870%,0.000%,54.348%,0.000%,8.696%,0.000000%,0.000%,11.628%
1376,18818,1.220%,0.407%,2.033%,10.772%,8.943%,14.228%,50.813%,10.366%,0.407%,0.813%
1377,18821,1.179%,3.302%,4.717%,6.132%,19.340%,48.821%,12.028%,2.830%,1.651%,3.968254%
1378,18822,1.053%,0.000%,4.052%,7.536%,5.754%,17.909%,49.757%,8.833%,3.647%,1.459%
1379,18823,0.000%,3.175%,17.460%,19.048%,33.333%,9.524%,17.460%,0.000000%,3.279%,10.909%
1380,18824,0.576%,0.384%,4.223%,6.718%,3.647%,14.779%,57.774%,9.213%,2.687%,19.444444%
1381,18825,6.250%,8.333%,12.500%,14.583%,8.333%,35.417%,14.583%,0.000%,42.857143%,21.429%
1382,18826,0.908%,0.756%,3.782%,9.380%,7.716%,14.221%,51.437%,9.531%,2.269%,11.312217%
1383,18828,0.685%,2.740%,4.795%,0.000%,3.425%,39.041%,46.575%,2.740%,0.000000%,12.000%
1384,18830,1.894%,0.758%,2.652%,8.333%,6.818%,12.500%,52.652%,11.364%,3.030%,0.000%
1385,18834,1.701%,0.773%,3.635%,5.723%,7.270%,15.081%,53.364%,7.579%,3.635%,1.237%
1386,18842,4.950%,19.802%,15.842%,19.802%,36.634%,2.970%,33.333333%,40.909%,5.600%,33.333%
1387,18843,28.571%,40.179%,31.250%,0.000000%,47.059%,0.000%,0.000%,0.000%,0.000%,39.565%
1388,18844,0.898%,0.449%,2.695%,10.778%,7.036%,19.311%,42.515%,11.527%,4.790%,0.000%
1389,18847,0.938%,0.296%,4.741%,9.136%,6.519%,16.049%,48.691%,10.123%,2.420%,1.086%
1390,18041,1.358%,0.849%,7.980%,14.997%,10.866%,21.902%,35.427%,5.150%,0.283%,1.188%
1391,18054,1.723%,1.340%,6.126%,15.699%,7.275%,19.081%,41.098%,5.871%,1.595%,0.191%
1392,18070,0.000%,0.000%,5.689%,28.144%,54.491%,11.677%,15.454545%,0.000%,0.000%,15.455%
1393,18073,0.781%,2.830%,9.629%,15.745%,6.116%,15.647%,40.956%,5.563%,2.049%,0.683%
1394,18074,0.000%,2.666%,6.455%,17.119%,8.980%,19.504%,37.325%,5.800%,2.105%,0.047%
1395,18076,0.382%,0.000%,3.346%,22.084%,8.700%,17.304%,42.543%,2.103%,1.434%,2.103%
1396,18915,3.717%,27.881%,12.268%,6.691%,25.651%,14.870%,8.922%,25.581395%,0.000%,12.644%
1397,18936,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1398,18964,1.386%,1.755%,8.557%,20.754%,5.979%,13.821%,37.045%,8.817%,1.603%,0.282%
1399,18969,1.656%,0.628%,6.719%,20.994%,4.701%,19.585%,36.772%,4.930%,3.102%,0.914%
1400,19001,1.599%,1.421%,11.030%,27.123%,5.986%,18.650%,28.401%,4.298%,0.959%,0.533%
1401,19002,5.171%,8.008%,16.043%,31.038%,4.679%,13.408%,17.567%,2.955%,0.784%,0.347%
1402,19003,3.691%,8.853%,15.162%,28.953%,5.411%,14.663%,16.733%,2.494%,1.845%,2.195%
1403,19004,9.259%,19.185%,13.268%,33.185%,2.864%,9.800%,8.559%,2.036%,0.541%,1.304%
1404,19006,4.484%,8.127%,12.596%,30.013%,5.436%,14.782%,19.154%,3.279%,1.485%,0.645%
1405,19009,2.232%,1.339%,8.929%,33.929%,14.732%,16.071%,17.857%,2.679%,2.232%,61.764706%
1406,19010,8.352%,20.533%,20.252%,30.312%,2.215%,8.258%,8.559%,0.676%,0.619%,0.225%
1407,19012,1.045%,4.587%,14.214%,25.068%,8.084%,21.344%,21.526%,2.225%,0.863%,1.045%
1408,19025,9.490%,16.347%,19.857%,32.639%,3.950%,10.038%,5.760%,1.920%,0.000%,37.465181%
1409,19027,5.997%,9.560%,15.057%,22.924%,6.110%,15.638%,20.200%,3.305%,0.887%,0.322%
1410,19031,4.231%,5.577%,13.846%,29.038%,6.346%,13.462%,22.372%,3.205%,1.603%,0.321%
1411,19034,2.948%,11.204%,17.494%,31.007%,2.998%,14.840%,15.627%,2.113%,1.376%,0.393%
1412,19035,5.342%,27.840%,19.338%,29.872%,3.988%,3.461%,8.202%,0.527%,1.430%,45.994065%
1413,19038,3.472%,5.571%,14.986%,27.097%,6.196%,15.834%,22.000%,2.957%,1.272%,0.616%
1414,19040,0.750%,1.455%,7.777%,23.287%,7.483%,25.934%,26.919%,4.734%,0.941%,0.720%
1415,19041,9.274%,19.665%,29.609%,24.749%,2.291%,6.592%,7.207%,0.615%,0.000%,0.000%
1416,19044,2.275%,2.445%,9.571%,27.661%,6.769%,15.664%,27.774%,5.698%,1.899%,0.244%
1417,19046,5.327%,11.080%,11.681%,32.673%,4.708%,11.044%,20.354%,2.106%,0.354%,0.673%
1418,19066,13.501%,28.315%,23.596%,25.687%,0.478%,4.779%,3.166%,0.478%,0.000%,39.366516%
1419,19072,13.235%,20.033%,13.627%,33.987%,3.203%,6.373%,8.431%,0.621%,0.490%,29.720854%
1420,19075,1.218%,5.672%,13.613%,35.462%,5.000%,17.479%,17.983%,2.101%,1.050%,0.420%
1421,19083,3.232%,4.465%,13.445%,31.017%,5.805%,15.377%,22.169%,2.911%,1.365%,0.214%
1422,19085,8.804%,16.957%,21.359%,35.707%,2.554%,6.902%,7.337%,0.000%,0.054%,0.326%
1423,19087,5.841%,10.931%,24.837%,35.819%,3.230%,8.137%,8.178%,2.377%,0.508%,0.142%
1424,19090,0.373%,1.786%,9.010%,23.377%,6.071%,20.568%,30.552%,5.714%,1.607%,0.942%
1425,19095,6.058%,7.214%,12.674%,23.436%,3.547%,21.283%,16.819%,7.732%,0.000%,1.236%
1426,19096,16.322%,20.976%,18.388%,30.806%,2.497%,6.788%,3.610%,0.409%,0.204%,0.000%
1427,19118,6.712%,11.614%,19.107%,29.909%,2.498%,14.924%,9.397%,4.964%,0.781%,0.094%
1428,19150,0.297%,0.353%,6.411%,11.847%,5.352%,25.275%,38.887%,8.740%,1.539%,1.299%
1429,19401,1.002%,1.115%,5.626%,18.568%,4.915%,16.188%,34.060%,9.874%,7.380%,1.271%
1430,19403,2.194%,2.110%,15.181%,23.872%,5.271%,17.255%,28.109%,4.369%,1.502%,0.138%
1431,19405,0.055%,0.601%,6.171%,11.578%,6.171%,18.569%,44.293%,11.797%,0.328%,0.437%
1432,19406,3.600%,5.092%,16.767%,35.157%,6.288%,11.356%,17.016%,3.150%,0.782%,0.793%
1433,19422,4.270%,11.393%,19.933%,28.505%,4.238%,13.862%,14.468%,2.119%,0.398%,0.813%
1434,19426,3.903%,2.551%,12.280%,27.899%,5.199%,15.222%,25.411%,5.757%,1.763%,0.014%
1435,19428,1.926%,3.899%,11.790%,38.641%,5.104%,11.852%,21.074%,3.711%,1.315%,0.689%
1436,19435,68.750%,0.000%,15.625%,50.000000%,16.865%,21.391%,25.668%,100.000%,0.000%,100.000000%
1437,19436,14.744%,2.564%,33.974%,25.641%,2.564%,8.974%,11.538%,0.000%,140.820345%,-31.585332%
1438,19437,23.221%,8.240%,23.970%,0.000%,14.232%,5.993%,50.000000%,10.914%,16.865%,25.668%
1439,19438,1.825%,2.498%,14.207%,31.464%,5.668%,15.984%,23.034%,3.519%,1.237%,0.564%
1440,19440,1.013%,2.610%,10.209%,26.742%,6.432%,13.893%,31.793%,3.838%,2.134%,1.336%
1441,19444,2.686%,6.773%,17.519%,39.754%,2.658%,11.518%,16.233%,1.743%,0.572%,0.543%
1442,19446,4.215%,3.125%,14.175%,29.521%,6.465%,16.038%,21.531%,3.055%,1.069%,0.805%
1443,19453,0.000%,11.719%,10.352%,21.484%,11.914%,38.867%,5.664%,0.000000%,9.639%,13.527%
1444,19454,3.661%,4.246%,13.210%,35.310%,6.527%,13.294%,20.406%,1.935%,1.224%,0.188%
1445,19456,0.000%,4.981%,21.456%,29.885%,5.364%,6.897%,16.475%,14.943%,25.433526%,0.000%
1446,19460,1.994%,4.518%,13.311%,30.947%,5.860%,13.656%,23.453%,3.278%,2.008%,0.975%
1447,19462,2.533%,3.522%,12.545%,30.036%,3.839%,17.412%,24.337%,4.432%,0.831%,0.514%
1448,19464,0.977%,1.282%,5.090%,16.053%,7.369%,18.007%,39.123%,8.731%,2.452%,0.917%
1449,19468,1.127%,0.995%,10.942%,27.505%,7.083%,17.114%,29.470%,4.866%,0.599%,0.300%
1450,19472,10.459911%,7.256935%,0.000000%,35.513094%,33.076492%,27.796551%,4.292246%,3.336158%,1.709162%,52.105263%
1451,19473,1.568%,1.975%,11.946%,27.241%,5.983%,20.290%,23.775%,5.034%,1.375%,0.813%
1452,19474,17.647%,10.784%,41.176%,16.667%,7.843%,0.000%,5.882%,20.689655%,7.054%,85.833%
1453,19477,0.000%,0.000%,0.000%,0.000%,11.111%,20.000%,48.889%,0.000%,20.000%,0.000000%
1454,19492,0.000%,8.871%,2.419%,23.387%,7.258%,2.419%,37.903%,8.871%,8.871%,0.000%
1455,19504,0.532%,0.532%,7.082%,14.963%,5.698%,20.607%,43.717%,5.698%,1.171%,0.000%
1456,19505,0.265%,0.442%,1.592%,14.677%,8.665%,19.187%,48.276%,6.278%,0.354%,0.265%
1457,19512,0.630%,0.646%,4.589%,13.282%,6.770%,13.896%,47.116%,9.436%,3.054%,0.582%
1458,19525,1.118%,1.557%,7.325%,29.800%,8.643%,14.990%,31.916%,3.733%,0.499%,0.419%
1459,15003,0.496%,1.280%,4.650%,14.577%,9.248%,20.141%,40.465%,5.825%,1.698%,1.620%
1460,15005,1.480%,1.651%,5.608%,22.829%,7.942%,20.239%,33.903%,4.441%,1.338%,0.569%
1461,15006,31.068%,14.563%,0.000%,43.689%,0.000000%,57.576%,6.098%,0.000%,29.762%,0.000%
1462,15007,34.228%,0.000%,61.745%,85.207967%,237.639058%,11.827957%,-76.731302%,42.437%,0.000000%,0.000000%
1463,15014,1.698%,1.199%,6.494%,7.992%,8.691%,24.076%,39.461%,8.991%,1.399%,0.000%
1464,15015,1.709%,7.051%,15.171%,45.726%,4.915%,15.171%,6.838%,3.419%,59.171598%,31.746%
1465,15017,0.781%,2.652%,12.405%,28.460%,6.357%,14.947%,28.787%,3.977%,0.908%,0.726%
1466,15018,3.047%,7.756%,6.371%,6.648%,8.033%,61.496%,6.648%,3.636364%,0.000%,0.000%
1467,15020,0.000%,25.984%,12.598%,8.661%,48.819%,3.937%,0.000000%,10.914%,16.865%,25.668%
1468,15024,0.775%,2.326%,5.521%,21.216%,12.810%,20.409%,30.800%,4.404%,0.558%,1.179%
1469,15025,0.708%,1.703%,10.794%,23.196%,9.780%,14.833%,33.742%,3.139%,1.129%,0.976%
1470,15026,0.615%,0.923%,3.000%,7.615%,18.538%,21.846%,39.077%,7.154%,0.692%,0.538%
1471,15028,13.793%,0.000%,0.000%,17.241%,56.897%,10.345%,0.000%,1.724%,0.000000%,0.000%
1472,15030,1.279%,5.330%,18.977%,11.940%,20.682%,32.409%,7.249%,0.853%,1.279%,30.303030%
1473,15031,8.190%,0.000%,33.190%,42.241%,12.500%,3.879%,0.000000%,0.000%,0.000%,0.000%
1474,15034,2.874%,16.490%,3.631%,22.239%,49.319%,3.026%,1.664%,0.756%,24.404762%,5.695%
1475,15035,0.587%,3.666%,2.199%,12.317%,10.557%,23.314%,42.229%,2.199%,2.933%,0.000%
1476,15037,0.570%,1.268%,4.194%,16.179%,11.571%,21.667%,37.924%,4.452%,1.709%,0.466%
1477,15044,3.492%,3.871%,15.674%,32.106%,9.125%,13.052%,20.549%,1.573%,0.190%,0.368%
1478,15045,0.394%,1.774%,1.708%,15.112%,8.344%,20.696%,41.853%,8.081%,0.000%,2.037%
1479,15046,1.498%,0.922%,7.028%,22.235%,10.829%,18.203%,35.484%,2.765%,1.037%,0.000%
1480,15047,45.714%,0.000%,100.000000%,0.000%,100.000%,100.000%,0.000%,100.000000%,0.000000%,0.000000%
1481,15049,0.000%,3.974%,20.530%,6.291%,21.192%,35.762%,5.298%,3.974%,2.980%,25.842697%
1482,15051,6.250%,6.250%,20.536%,10.714%,9.821%,25.893%,10.714%,9.821%,36.666667%,0.000%
1483,15056,1.250%,2.750%,8.250%,21.250%,6.000%,23.500%,26.000%,10.250%,0.750%,0.000%
1484,15057,1.130%,1.389%,9.835%,23.708%,9.205%,12.817%,34.543%,4.871%,1.537%,0.963%
1485,15063,0.359%,1.436%,6.590%,14.128%,10.667%,17.154%,42.051%,5.154%,1.128%,1.333%
1486,15064,0.000%,10.989%,17.582%,13.187%,47.253%,10.989%,0.000000%,0.000%,0.000%,0.000%
1487,15065,0.253%,1.621%,5.750%,18.136%,10.157%,20.441%,37.893%,4.331%,0.405%,1.013%
1488,15068,1.401%,1.341%,6.219%,17.287%,10.499%,16.779%,37.232%,6.621%,1.863%,0.758%
1489,15071,0.684%,2.316%,8.292%,28.271%,12.135%,19.189%,24.664%,3.659%,0.632%,0.158%
1490,15075,11.688%,88.312%,0.000000%,0.000%,0.000%,0.000%,36.190%,48.718%,68.421053%,0.000000%
1491,15076,3.377%,15.584%,11.429%,22.338%,24.156%,17.143%,3.377%,2.597%,29.577465%,0.000%
1492,15082,0.000%,100.000%,-100.000000%,-100.000000%,0.000000%,0.000000%,-27.272727%,13.020590%,10.459911%,6.134185%
1493,15084,0.398%,0.398%,2.759%,14.249%,11.462%,17.520%,47.213%,5.262%,0.228%,0.512%
1494,15085,1.779%,2.687%,9.652%,20.590%,7.570%,16.048%,37.396%,3.634%,0.000%,0.643%
1495,15086,6.832%,13.665%,23.602%,42.236%,100.000000%,0.000%,0.000%,100.000%,48.000%,100.000%
1496,15088,0.000%,4.520%,5.085%,17.514%,68.362%,4.520%,0.000%,13.207547%,9.231%,8.163%
1497,15089,0.000%,0.569%,6.354%,10.431%,12.707%,18.634%,45.661%,3.746%,1.897%,29.310345%
1498,15090,5.885%,7.922%,19.318%,42.771%,6.710%,9.396%,7.235%,0.737%,0.025%,0.000%
1499,15101,5.414%,5.147%,12.254%,32.843%,7.246%,12.207%,21.400%,1.913%,0.684%,0.893%
1500,15102,2.117%,2.176%,11.001%,34.721%,8.636%,14.419%,23.055%,2.514%,0.676%,0.686%
1501,15104,0.000%,0.727%,1.163%,4.506%,11.228%,20.131%,50.254%,7.304%,3.997%,0.690%
1502,15106,1.088%,1.595%,7.730%,21.421%,8.644%,19.652%,34.721%,4.278%,0.406%,0.464%
1503,15108,2.184%,2.026%,11.254%,31.483%,7.975%,15.272%,23.487%,3.573%,0.993%,1.752%
1504,15110,0.720%,0.000%,1.153%,10.231%,6.916%,22.550%,50.504%,5.764%,1.081%,1.081%
1505,15112,0.000%,1.477%,4.219%,19.198%,11.603%,15.401%,37.869%,7.384%,0.949%,1.899%
1506,15116,3.008%,2.809%,12.233%,25.897%,8.626%,17.108%,25.227%,3.407%,1.214%,0.471%
1507,15120,0.596%,1.497%,5.296%,20.171%,10.254%,17.579%,36.526%,7.292%,0.467%,0.322%
1508,15122,0.185%,1.385%,4.294%,17.808%,9.989%,21.394%,38.187%,4.217%,1.801%,0.739%
1509,15126,0.706%,1.374%,7.575%,27.943%,10.832%,16.327%,24.294%,10.086%,0.863%,0.000%
1510,15129,2.119%,1.924%,9.537%,26.854%,15.756%,15.979%,25.404%,1.394%,0.530%,0.502%
1511,15131,1.407%,1.372%,5.206%,23.074%,16.215%,19.486%,28.210%,3.236%,1.020%,0.774%
1512,15132,0.423%,0.584%,3.037%,8.061%,8.528%,14.763%,50.190%,11.186%,1.884%,1.343%
1513,15133,0.000%,3.114%,10.088%,8.421%,25.482%,47.895%,3.421%,1.053%,0.526%,10.745891%
1514,15135,3.118%,2.278%,5.396%,17.446%,11.871%,16.607%,41.547%,1.739%,26.704545%,8.791%
1515,15136,0.362%,0.214%,7.647%,20.544%,8.611%,14.745%,38.503%,7.647%,0.763%,0.964%
1516,15137,0.254%,0.704%,6.648%,11.296%,7.831%,18.451%,48.056%,5.803%,0.197%,0.761%
1517,15139,3.589%,8.269%,13.721%,28.532%,6.997%,16.084%,18.219%,4.225%,0.363%,0.000%
1518,15140,0.000%,3.534%,15.385%,5.509%,21.933%,41.684%,11.227%,0.728%,0.000%,6.376812%
1519,15142,6.780%,18.220%,47.458%,2.331%,5.508%,16.949%,2.754%,66.111111%,57.558%,26.627%
1520,15143,4.021%,10.658%,16.482%,30.111%,4.819%,13.097%,17.177%,1.848%,0.370%,1.419%
1521,15144,0.406%,1.014%,5.544%,13.185%,8.114%,20.284%,45.977%,4.936%,0.541%,17.647059%
1522,15145,1.215%,1.518%,7.549%,16.009%,13.102%,20.738%,37.874%,0.954%,0.217%,0.824%
1523,15146,2.545%,2.944%,11.597%,25.060%,9.830%,18.523%,24.960%,2.575%,1.307%,0.659%
1524,15147,1.020%,1.447%,6.694%,18.898%,11.382%,18.306%,33.947%,4.885%,2.072%,1.349%
1525,15148,0.708%,2.597%,8.383%,12.397%,25.974%,44.982%,3.070%,0.708%,1.181%,7.291667%
1526,15201,2.888%,2.467%,9.024%,31.225%,5.503%,18.090%,24.099%,4.913%,0.717%,1.075%
1527,15202,1.386%,1.873%,7.019%,25.995%,11.295%,19.625%,26.187%,5.574%,0.708%,0.339%
1528,15203,4.594%,7.345%,11.446%,32.261%,5.269%,13.314%,20.971%,3.763%,0.545%,0.493%
1529,15204,1.081%,0.373%,6.448%,14.871%,12.039%,15.617%,40.924%,7.044%,1.155%,0.447%
1530,15205,0.716%,1.381%,7.457%,26.196%,9.350%,20.862%,27.897%,4.029%,0.819%,1.292%
1531,15206,7.813%,4.655%,12.265%,22.635%,5.758%,13.046%,26.595%,4.987%,1.605%,0.642%
1532,15207,2.065%,2.041%,2.909%,17.574%,9.174%,18.583%,41.483%,5.397%,0.258%,0.516%
1533,15208,8.057%,4.897%,10.427%,21.453%,6.603%,15.893%,21.991%,8.246%,1.959%,0.474%
1534,15209,0.387%,2.494%,7.547%,16.083%,9.890%,22.576%,33.305%,6.773%,0.645%,0.301%
1535,15210,0.366%,0.993%,3.391%,12.442%,11.225%,18.480%,42.006%,7.633%,1.548%,1.914%
1536,15211,1.556%,2.415%,9.638%,29.424%,8.732%,15.281%,26.823%,4.691%,0.534%,0.906%
1537,15212,1.042%,3.621%,8.349%,21.468%,7.285%,14.666%,31.890%,8.263%,1.601%,1.816%
1538,15213,9.388%,7.951%,17.141%,29.923%,5.177%,11.518%,13.104%,3.468%,1.486%,0.842%
1539,15214,0.244%,1.332%,8.921%,16.245%,9.942%,20.750%,35.042%,6.192%,0.999%,0.333%
1540,15215,2.514%,11.670%,12.144%,21.917%,7.116%,15.109%,23.316%,5.076%,1.139%,0.000%
1541,15216,2.267%,4.621%,9.977%,27.601%,9.290%,19.573%,20.873%,4.228%,0.662%,0.907%
1542,15217,14.408%,12.939%,20.056%,25.132%,4.968%,9.925%,9.969%,2.074%,0.410%,0.119%
1543,15218,3.993%,4.461%,16.073%,23.263%,9.432%,15.482%,23.467%,2.872%,0.387%,0.570%
1544,15219,1.684%,1.441%,5.519%,9.353%,6.095%,22.363%,40.381%,9.574%,2.327%,1.263%
1545,15220,1.661%,2.664%,18.978%,27.645%,8.087%,12.145%,24.338%,3.134%,0.784%,0.564%
1546,15221,3.142%,2.172%,9.862%,21.845%,8.568%,17.278%,29.595%,5.466%,1.536%,0.536%
1547,15222,8.112%,14.755%,20.909%,31.189%,4.545%,11.958%,6.993%,0.839%,0.699%,18.518519%
1548,15223,0.908%,0.000%,6.319%,16.785%,9.992%,16.706%,41.509%,5.924%,0.869%,0.987%
1549,15224,2.513%,3.694%,10.229%,29.555%,6.107%,14.903%,28.676%,2.337%,1.407%,0.578%
1550,15225,4.222%,14.222%,18.444%,18.889%,34.667%,5.556%,3.333%,0.667%,6.111111%,10.000%
1551,15226,1.021%,1.446%,6.976%,20.013%,11.697%,15.972%,33.986%,6.933%,1.276%,0.681%
1552,15227,0.623%,1.144%,5.947%,20.027%,12.517%,16.379%,33.861%,5.742%,2.248%,1.512%
1553,15228,4.350%,12.473%,21.437%,34.338%,6.657%,12.852%,5.816%,0.906%,1.170%,0.000%
1554,15229,1.352%,2.089%,8.992%,26.833%,11.696%,13.908%,29.906%,3.830%,0.205%,1.188%
1555,15232,9.597%,12.133%,25.853%,35.308%,3.341%,5.047%,7.133%,1.043%,0.474%,0.071%
1556,15233,0.724%,0.290%,2.498%,11.188%,5.829%,17.632%,46.995%,9.051%,3.403%,2.390%
1557,15234,0.953%,2.065%,6.374%,24.325%,9.432%,21.704%,29.865%,3.455%,0.596%,1.231%
1558,15235,1.672%,2.029%,7.812%,21.460%,10.634%,23.541%,27.504%,3.815%,0.488%,1.045%
1559,15236,1.757%,1.344%,10.339%,22.828%,11.011%,18.019%,30.393%,2.563%,1.363%,0.384%
1560,15237,2.491%,5.957%,13.921%,34.339%,7.206%,15.941%,15.914%,2.839%,0.635%,0.757%
1561,15238,11.334%,17.457%,14.228%,24.248%,5.144%,12.113%,12.113%,2.160%,0.891%,0.312%
1562,15239,0.624%,0.721%,9.557%,23.901%,10.834%,18.990%,30.420%,3.731%,1.013%,0.208%
1563,15241,5.471%,12.347%,19.671%,36.218%,5.291%,9.447%,10.060%,1.121%,0.344%,0.030%
1564,15243,8.004%,7.481%,16.144%,32.106%,7.185%,11.232%,15.121%,1.819%,0.227%,0.682%
1565,15260,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1566,15290,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1567,15332,0.372%,0.434%,6.008%,16.476%,8.857%,15.392%,46.392%,4.614%,0.774%,0.681%
1568,15642,1.045%,1.181%,9.241%,24.206%,11.777%,16.837%,32.144%,3.091%,0.265%,0.213%
1569,15668,4.821%,4.007%,17.759%,30.071%,8.243%,18.009%,14.044%,2.734%,0.000%,0.313%
1570,16046,1.765%,2.552%,21.800%,37.881%,6.505%,10.919%,15.506%,2.859%,0.211%,0.000%
1571,16055,2.682%,1.596%,3.736%,18.902%,6.992%,19.093%,42.976%,2.874%,1.086%,0.064%
1572,16059,2.222%,1.736%,8.854%,26.111%,5.972%,18.021%,33.924%,2.604%,0.556%,39.926290%
1573,18013,0.198%,0.479%,2.924%,13.613%,6.146%,17.264%,49.298%,6.625%,2.032%,1.421%
1574,18014,0.195%,0.316%,3.939%,11.427%,8.680%,15.244%,48.821%,7.367%,2.529%,1.483%
1575,18015,2.530%,2.917%,8.323%,13.509%,8.051%,16.635%,34.818%,9.609%,3.137%,0.471%
1576,18017,2.568%,3.332%,8.744%,22.536%,7.215%,20.819%,26.522%,5.160%,2.253%,0.851%
1577,18018,2.263%,0.632%,5.119%,16.913%,8.476%,18.601%,38.088%,7.184%,2.074%,0.651%
1578,18020,1.579%,1.522%,9.871%,25.530%,7.780%,19.670%,27.478%,4.409%,1.323%,0.839%
1579,18032,0.000%,0.231%,5.719%,15.074%,9.554%,18.579%,43.207%,6.116%,0.860%,0.661%
1580,18035,0.000%,28.788%,0.000%,18.182%,27.273%,25.758%,-100.000000%,36.829337%,"-1,000.000000%",40.000%
1581,18038,0.625%,0.000%,3.214%,9.554%,5.893%,9.554%,56.339%,10.893%,2.411%,1.518%
1582,18040,1.973%,3.004%,10.793%,27.244%,6.357%,17.045%,25.742%,5.100%,0.559%,2.183%
1583,18042,1.437%,1.192%,4.578%,14.118%,8.224%,18.902%,36.467%,8.966%,4.418%,1.697%
1584,18045,2.526%,2.515%,6.581%,23.621%,10.226%,21.970%,27.576%,3.856%,0.764%,0.366%
1585,18055,0.692%,1.362%,9.162%,14.978%,7.108%,22.317%,34.433%,7.039%,1.892%,1.015%
1586,18063,15.166%,6.161%,38.863%,28.436%,11.374%,24.137931%,0.000%,30.526%,24.138%,0.000%
1587,18064,1.304%,2.548%,6.460%,22.508%,9.684%,18.514%,32.677%,5.274%,0.960%,0.071%
1588,18067,0.577%,1.294%,3.915%,15.861%,11.354%,18.575%,36.962%,8.812%,2.215%,0.437%
1589,18072,2.716%,0.444%,2.321%,13.531%,7.704%,23.062%,37.481%,8.691%,3.506%,0.543%
1590,18077,3.924%,0.595%,8.086%,24.614%,6.421%,17.122%,36.029%,3.210%,0.000%,22.540984%
1591,18083,3.750%,8.750%,8.750%,23.750%,36.250%,11.875%,3.750%,3.125%,0.000000%,5.051%
1592,18085,0.286%,5.429%,31.429%,10.000%,14.857%,30.571%,4.857%,0.857%,1.714%,38.297872%
1593,18086,0.000%,13.146%,30.516%,9.390%,42.254%,0.000%,4.695%,39.285714%,20.430%,27.647%
1594,18088,0.000%,0.990%,4.190%,16.793%,8.941%,13.263%,47.971%,4.421%,1.650%,1.782%
1595,18091,1.266%,0.000%,3.422%,7.970%,7.829%,19.550%,46.695%,9.705%,1.969%,1.594%
1596,18109,0.664%,0.789%,2.314%,11.928%,6.583%,17.381%,44.735%,8.502%,5.184%,1.919%
1597,18343,1.423%,0.136%,4.201%,12.195%,5.962%,14.770%,49.390%,11.382%,0.542%,0.000%
1598,18351,10.227%,14.773%,11.932%,11.932%,39.773%,11.364%,0.000%,15.686275%,5.063%,9.375%
1599,17019,1.836%,2.245%,7.675%,18.255%,9.119%,15.994%,36.980%,5.619%,1.758%,0.518%
1600,17222,2.028%,1.686%,7.113%,21.048%,7.350%,14.858%,33.878%,9.932%,1.581%,0.527%
1601,17301,0.000%,1.336%,4.609%,5.945%,6.079%,15.698%,47.295%,10.755%,7.214%,1.069%
1602,17304,0.395%,0.988%,2.273%,11.067%,5.929%,17.194%,45.553%,9.585%,7.016%,0.000%
1603,17306,0.000%,18.803%,2.564%,4.274%,57.265%,5.983%,11.111%,1.351351%,26.389%,4.545%
1604,17307,0.858%,1.463%,6.307%,8.829%,6.105%,13.673%,48.385%,9.637%,4.137%,0.605%
1605,17316,0.415%,0.415%,6.708%,10.892%,6.846%,17.566%,46.888%,4.737%,5.533%,0.000%
1606,17320,1.220%,0.665%,9.387%,18.330%,10.606%,15.225%,35.070%,7.908%,1.146%,0.443%
1607,17324,0.471%,0.740%,3.701%,5.922%,5.451%,13.392%,55.518%,9.219%,2.894%,2.692%
1608,17325,3.041%,2.764%,8.868%,14.384%,5.616%,16.537%,34.961%,9.323%,3.518%,0.988%
1609,17331,0.902%,0.987%,5.929%,13.393%,6.802%,16.663%,42.011%,9.541%,2.494%,1.278%
